fbID,page,code,nb,media
790820380971539,Felitche,Felitche13,29,
8225136001,G Adventures,gadventures,29,
95415698703,Destination Toronto,destinationtoronto,29,
1066774700064577,DoublageQc,doublageqc,28,
1838921833014629,QC Dirt Nation,QuebecDirtNation,28,
186291164754433,Myrène,iammyrene,28,
194227187852,Firme Maxime Victor,entrepreneuriat,28,
212426425537976,Resto Pizz,resto.pizz,28,
79003233824,Hugo Lapointe,hugolapointemusique,28,
1036632799727329,Inbrampton,inbtown,28,media
185570768180342,CTV Morning Live Atlantic,ctvmorningatl,28,media
34704290384,The Chronicle Herald,thechronicleherald,28,media
102139313163455,Nata Albot,nataalbotofficial,28,
105085969640103,D Smoke,dsmokemusic,28,
117675295442238,Best Jokes,BestJokesRO,28,
124664314403213,Royal Newfoundland Constabulary,RoyalNewfoundlandConstabulary,28,
131142990261266,James Labrie,officialjameslabrie,28,
13986327142,The National Ballet of Canada,nationalballet,28,
147772408598578,Alyak 2000 Inc.,alyak2000,28,
1502642286433135,مشروع سلام,salaamforall,28,
1526318247677822,Grumpy Aliens Korea,grumpyaliens,28,
155425091182165,Kootenay Rockies-BC's Mountain Playground,KootRocks,28,
155897677892570,Red de Amigos de la Revolución Ciudadana,AmigosRevolucionCiudadana,28,
1637320233150210,CHOICE42,ChoiceFor2,28,
1664383660461583,Barbies Resto Bar Grill,RestaurantBarbies,28,
167020934176,Belmar Beach NJ,Belmarbeach,28,
16965777714,CoCo Lee 李玟,cocolee117,28,
1710624632390349,Yasser K,yassserk,28,
187586108656710,Ronny Cameron,RonnyCameronOfficial,28,
1912046099117114,TV Amanatii Islaamaatiifii Seenaa Oromoo,tvamantiislamatifisenaoromo,28,
1998837443771805,Celestial Television Network,celestialtelevisionnetwork,28,
1999721563592360,Doggomoji,doggomoji,28,
214737737778,Royal Canadian Mounted Police in Newfoundland and Labrador,rcmpnl,28,
241546670212,Toronto Life,torontolife,28,
258664944275646,NBA LOLz,nbalolz,28,
305859626415682,Bobby Layal,Officialbobbylayal,28,
337274803063114,สวัสดี เรามาจากโลกอนาคต,hellookmaitookkon,28,
343794965699465,Vancouver Island Buzz,ilovevancouverisland,28,
352704361439090,Waterloo Regional Police Service,waterlooregionalpolice,28,
448713595664191,Sicker Than Others,SickerClothing,28,
468651336673495,Alyce Kominetsky - One Word at a Time,alyceoneword,28,
472536196466296,E-Collections.,Emmycollectables,28,
525048987894635,Shopify,ShopifyES,28,
538028939624498,Punjabi Troll,iPunjabiTroll,28,
549616078468451,Global Degree,GlobalDegreeTV,28,
591831781175315,Unveiled,UnveiledScience,28,
688226538175668,National Meme Board of Canada,national.meme.board,28,
704891206197959,REAL HIP HOP,OGREALHIPHOP,28,
71946172403,Native American Apparel/ Alano Edzerza/ Northwest Coast fashion,Edzerza.Design,28,
736814339692108,Charlie Angus NDP - NPD,charlieangusndpnpd,28,
792315924138536,Country Living,countrylivinglife,28,
869903596401936,Huma in the kitchen,humainthekitchen,28,
947797605274076,"Cody Creelman, Cow Vet",CodyCreelmanCowVet,28,
956306684425531,Scotiabank Futbol Club,ScotiabankFutbolClub,28,
998721736821713,International Career Counselling Centre कमलादी Opp. KTM PLAZA ICCC,internationalcareercounselling,28,
117711926863,RDI Matin,rdimatin,27,media
118309786286,Loto-Québec,lotoquebec,27,
1425186647722474,TPL Moms,TPLmoms,27,
152264984829114,La Vie en Rose,lavieenrose,27,
239007911977,Magazine Échos Vedettes,EchosVedettes,27,
530508237050540,C'est normal au Québec,cestnormalauquebec,27,
111652745570471,CTV Saskatoon,ctvsaskatoon,27,media
127941207397955,Showhome Furniture,ShowHomeFurniture,27,
1387704591256336,Lenarr,yaboylenarr,27,
145621403662,Starbucks Canada,starbuckscanada,27,
1618366425087236,Lisa Lisson,LisaSlisson,27,
1632411740337320,cuddle + kind,cuddleandkind,27,
1647260178855851,Budo Brothers,budobros,27,
168518093193047,ImmigrationWatchCanada.org,immigrationwatch,27,
1715189845362181,Lionel Sanders-Professional Triathlete,lsanderstri,27,
172411916219791,A.N.G,angalamusic,27,
176876969080363,Visual Capitalist,visualcapitalist,27,
1777787119150669,Mehfil Media,mehfilmedia.ca,27,
17831210676,Perspolis,Perspolis.FC,27,
1877701385778236,Garnished,gotgarnish,27,
192053720855575,The Milky Way - a photographer's resource,photographyresource,27,
1925697144175018,Bombón,ibombonx,27,
194172327284773,Shady Records,ShadyRecords,27,
199358553498394,Article,article,27,
207298682218,West Edmonton Mall,Westedmall,27,
22339904843,WINGS: Women's International News Gathering Service,wingsradio,27,
23235962258,Corb Lund,CorbLundMusic,27,
243804769060432,"I'm Not A Fan, I'm A Directioner.",LaurenAndEmmieOwn,27,
257040858042,Ocean EcoVentures Whale Watching - Cowichan Bay,OceanEcoVenturesWhaleWatching,27,
280331118645683,Lordco Parts Ltd.,lordcoparts,27,
282853571777,John E. Marriott Wildlife and Nature Photography,JohnEMarriottPhotography,27,
41843957113,Island Cricket,srilankancricket,27,
418957405590,SpiritHoods,spirithoods,27,
430353927407239,That 30 Year Old Baby Boomer,30yearoldboomer,27,
465053413586053,Velvet Code,velvetcodeofficial,27,
512783692137260,Aldo Moller,AldoMoller,27,
606587929393996,Canadian Food Inspection Agency,CFIACanada,27,
645217575539749,ਪੰਜਾਬੀ ਧਮਾਕਾ Punjabi Dhamaka,PunjabiDhamakaa,27,
6750402929,AC/DC,acdc,27,
821733464594549,Canadian Arabs,canadianarabs,27,
8849676068,John Horgan,johnhorganbc,27,
90752524058,Canadian Tire,Canadiantire,27,
103883979667155,Kim Rusk,kimruskofficiel,26,
132788024101,Kraft Canada - qu'est-ce qui mijote,questcequimijote,26,
134781180006693,AxL,AxLmusik,26,
155534644470107,Ça finit bien la semaine,cafinitbienlasemaineTVA,26,
190120401064679,Auto Durocher,autodurocher,26,
345597238978185,Phil Jones,PhilJonesQc,26,
357239435046506,Un zoo pas comme les autres,unzoopascommelesautres,26,
395848377146274,Jean-François Lisée,jflisee,26,
576640749084046,Le nutritionniste urbain,nutritionnisteurbain,26,
833589203363319,Ayoye QC,AyoyeQC,26,
900487976637604,Matt Lang,musicmattlang,26,
105725664320859,My Simple Better Life,mysimplebetterlife,26,
106750443124,Lug,luglife,26,
110718585607800,Blacc Zacc,BlaccZaccDME,26,
1130706670333876,دولة الاهلي,alahlistate,26,
1169608513188962,Smple,smpleworld,26,
121664197912205,Call It Spring - Philippines,CallItSpringPhilippines,26,
123235041462,The Fraser Institute,FraserInstitute,26,
131829896841647,AbbyNews,myabbynews,26,
136824286354255,African Winners 1995 | Page Officielle,African.Winners,26,
144006435719384,Vendetta Soundz,VendettaaSounds,26,
1450038421876640,Rikachuu,rikachuubear,26,
1450800035141205,Paul Rodgers Official,paulrodgersofficial,26,
150575578813688,GULED SIMBA,Ahiirre,26,
159773147441243,Curiocity Toronto,curiocitytoronto,26,
1620669458166839,Aga Khan Development Network,akdn,26,
166527520074688,Joey Muha,joeymuha,26,
1675010136087083,TPG Egypt,TPGegypt,26,
167623593593008,Liderazgo Vida,liderazgo.vida,26,
173351172727141,Clean My Space,CleanMySpace,26,
182010988663363,Good Girl,wearegoodgirl,26,
191947198086592,Feminism=Equality,feminismequality,26,
195636080784230,Jeromy Farkas - Standing Up For Calgarians,JeromyYYC,26,
22450120087,Enya,officialenya,26,
23045728325,Beautiful Nubia,beautifulnubia,26,
262482623902592,Elise Gravel - English,elisegravelbooks,26,
26435256798,Avicii,avicii,26,
265748147298596,Summer Walker,SummerWalkerOfficial,26,
285633398220687,Pequena Sapeca,BRKsPequenaSapeca,26,
378300495863780,Ontario Provincial Police - Highway Safety Division,OPPHSD,26,
390025301065270,Maple Lodge Farms,MapleLodgeFarms,26,
393814893975732,Arawaza,arawaza,26,
451494618296663,Jennifer Valentyne,jennifervalentyne,26,
488756644810881,Workout Guide,thegymlegions,26,
509469919501064,Birds of Prey,BirdsOfPreyMovie,26,
55013852909,DAVIDsTEA,DAVIDsTEA,26,
585488378206033,The Humanity Project,TheHumanityProjectCanada,26,
593771364339199,Ontario Provincial Police - East Region,OPPEast,26,
66787661100,Slice,Slice,26,
681852671926290,Top Gun  burgers,topgunburgers,26,
6897124889,Nardwuar the Human Serviette,nardwuar,26,
763282247132400,Jay-Jay Okocha Videos,RareJayJay,26,
864636096909000,Thrive After Abuse,ThriveAfterAbuse,26,
903909569663630,Food Basics,foodbasics.ca,26,
905332916222549,ستارگان راه حق,haqstars,26,
93566236255,Damascus,damascusapparel,26,
960062484081119,Oil Respect,OilRespect,26,
991978160882702,Ideas y detalles,ideasydetallles1,26,
117251271655545,VVS Films (Québec),vvsfilmsqc,25,
124200754261203,Air Transat,AirTransatCanada,25,
207193996080676,Recettes des amis,RecettesDesAmis,25,
230048237482491,Québec solidank,Quebecsolidank,25,
264016330290686,Dermapure,CliniqueDermapure,25,
271598752944478,"104,7 Outaouais",1047fm.Outaouais,25,media
292882447518,Première Moisson,premieremoisson,25,
331134470301277,Eugène Allard cuisine et tendances,EugeneAllardCuisineTendances,25,
445060555522928,Soutien aux Policiers Québec / Canada,soutienpolice,25,
475229419677157,Rick Pagano,rickpaganofs,25,
121876660971,The Hockey News,thehockeynews,25,media
100295090024444,97.7 HTZ-FM,977HTZFM,25,
113560749372653,Librairie Iman Store Sénégal,librairie.imanstore.senegal,25,
114264561925492,650 CKOM,650CKOM,25,media
117401191650751,Vans,VansCanada,25,
118409338203272,Virgin Radio Calgary,VirginRadioCalgary,25,
120301328030032,Scotiabank Hockey Club,scotiahockeyclub,25,
120591511305487,Suzanne Husseini,suzannehusseini,25,
120797791291659,Pants on the Ground,larrypantsontheground,25,
120992981351624,Congomikili news,congomikilinews,25,
129830540463550,Philosophy and Reason,EnlightenmentIdeas,25,
1322750877741085,OFW Tambayan Ng Mga Pusong Ligaw,ofwtambayanpusongligaw,25,
138822135421,SickKids Foundation,sickkidsfoundation,25,
1425382954423846,Uplifted Life,UpliftedLife,25,
1480353512244262,The Parlor Tattoos,theparlortattoos,25,
150280581674983,Scotia Caribbean,scotiacaribbean,25,
150870698848040,GoodGood Animals,goodgoodanimals,25,
1533939223582727,ANMOL VIRK,officialAnmolVirk,25,
1586972151549821,Caterina Moda Plus Model,CaterinaModa,25,
164129963783786,Gordon Lightfoot,GordonLightfootOfficial,25,
164247893699572,Nintendo of Canada,nintendoofcanada,25,
1680529988890160,SmartSweets,smartsweets,25,
1714181048843296,RooferGirl,roofergirll,25,
184489256948,Quotes and Sayings,quotesandsayings,25,
1880928392206994,兩小無猜 Luveyxdovey,LuveyxDovey,25,
188399627880055,Canada Soccer,canadasoccer,25,
191784137527927,Di Riseborough-Intuitive Life Strategist,Di.Riseborough.Intuitive.Life.Strategist,25,
192473975091,Mastermind Toys,MastermindToys,25,
204847128458,World Parrot Trust,WorldParrotTrust,25,
219620358177620,MJ's Off the Hook Designs,MJsOffTheHookDesigns,25,
252929528162633,I Love My Grandchildren,ilovemygranchildren,25,
313132295752461,Bitter Sweet Sarcasm II,bittersweetsarcasmII,25,
320151228041576,Traditional Weddings (Edo),OurTraditionalWedding,25,
367504129957402,ElectroBOOM,ElectroBOOM,25,
408103956063176,Paolo Ladino Internacional,PaoloLadinoInternacional,25,
474359442744125,Love A Cocktail,LoveACocktail,25,
512007858859973,WeCookca,wecookca,25,
516057552097813,HotCars,hotcars.official2,25,
52543970197,Environmental Defence Canada,EnvironmentalDefenceCanada,25,
547416689085964,Don't tell me how to live my meme,donttellmehowtolivemymeme,25,
587323767986734,Online Quran classes,ramzequran,25,
6888401631,Classified,classifiedmusic,25,
699256586862475,8Hay,t8mhay,25,
798530526930903,Kitchen Divas,2kitchendivas,25,
802639179773512,European Training Center,european.training,25,
839999232678023,Fredericton Police Force,FrederictonPolice,25,
96000832822,Giant Tiger,GiantTiger,25,
973232156057299,Little Angel,littleangelvideo,25,
120535889618,ÉNERGIE 102.3,mauricie1023,24,
155141310013,VRAK,vraktv,24,
217737477562,Sushi Shop,sushishopboutique,24,
219452838154137,Robert Savoie,robertsavoieconferencier,24,
248207568702612,"Ministère des Forêts, de la Faune et des Parcs",ForetsFauneParcs,24,
275069289242598,ICI Abitibi-Témiscamingue,iciabitibi,24,media
302171686505596,Magazine La Semaine,magazinelasemaine,24,
31456895657,VLOG,VlogTVA,24,
326397620478,Marie-Eve Janvier et Jean-François Breau,mejanvier.jfbreau,24,
83295927105,Sépaq,reseausepaq,24,
9316859657,Étienne Drapeau,etiennedrapeau,24,
62993538701,CJAD 800 Montreal,cjad800,24,media
100494630081186,Indie88Toronto,Indie88Toronto,24,
1029868017075528,Allscholarships,allscholarshipsinfo,24,
103894159705731,Hamilton Beach Canada,HamiltonBeachCANADA,24,
1080325955319448,Fais Moi Rire Encore,FaisMoiRireEncore,24,
111770622188081,92.1 CITI,921citi,24,
117654018248026,Legend’s Gate,LegendsGate,24,
118387401802,The World Famous CFOX,CFOXvan,24,
127539803930077,Ines Di Santo,InesDiSanto.Bridal,24,
13388922893,Anna Olson,chefannaolson,24,
138931826132264,Kia Canada,kiacanada,24,
1397279663618530,My Turtle And I,MyTurtleAndI,24,
148263071863963,96.1 myFM,961myfm,24,
150629121625960,Canadian Space Agency,CanadianSpaceAgency,24,
1532994390287410,الهيئة العالمية للإغاثة والتنمية - أنصر,OnsurAr,24,
158077870908809,Roberto Carlos Da Silva Rocha,RobertoCarlosDaSilvaRocha3,24,
163928543749489,Matt MacIntosh,mattmacintoshography,24,
165038520317912,Embassy of Canada in the Philippines,CanEmbPH,24,
168106993245736,Canada Post,canadapost,24,
169156553098952,Greco Pizza,grecoville,24,
170477409648440,MegaCon Convention,MEGACONOrlando,24,
178290616256,Lindsay Wagner,MsLindsayWagner,24,
219706458087775,Windsor/Essex County Humane Society,windsorhumane,24,
220447669910,Calgary Expo,CalgaryExpo,24,
2214538312106764,Avanshin Gaming,avanshin06,24,
25128859552,The Canadian Encyclopedia,TheCanadianEncyclopedia,24,
254079461311688,ANOKHI MEDIA,AnokhiLifestyle,24,
259282224084288,The Munk Debates,munkdebates,24,
268685733287986,InVision,invisionapp,24,
316935661655446,Play Iceland,playiceland.is,24,
327621317391358,Hygge Home,hyggehouze,24,
335013756597302,Durham Regional Police Service,OfficialDRPS,24,
336030667134085,NPC Memes For No Inner Voice Teens,NPCmeme,24,
396735300386826,Gringo's Statements,gringocom,24,
445700015446874,Morgan Evans,morganevansmusic,24,
46502545124,Scars on Broadway,scarsonbroadway,24,
475103212578381,Can-Am Off-Road,CanAmOffRoadLATAM,24,
492150187499546,Debbie Mason,DebbieMasonBooks,24,
507052192693089,Trollarchoffice,trollarchgaming,24,
525962767428911,Chuck at 92.5,chuck925,24,
57284451149,500px,500px,24,
674517569286344,NTDTV Canada,NTDCAChinese,24,
68581756488,Sudbury.com,sudburydotcom,24,
688258777883661,Hannah House Native American Outreach,hannahhousenativeamerican,24,
778695795628088,Kelly Creates Studio,kellycreatesstudio,24,
79028673959,The Pretty Reckless,theprettyreckless,24,
923201737695789,Tom Kmiec,TomKmiec,24,
9333642607,TELUS,telus,24,
94171803428,Furious Pete,FuriousPete123,24,
132055183571853,Pattes Et Griffes,pattesgriffes,23,
1408796612699617,Atmosphère,atmosphere.citation,23,
257975744273748,Lise Dion page officielle,fanpage.lise.dion,23,
528116197265562,Emmanuel Dubourg,dubourgemmanuel,23,
681960831833039,Marie-Lyne Joncas,marielynejoncas21,23,
696420087206846,La Grande Roue de Montréal,lgrdm,23,
810842055610009,îleSoniq,ilesoniqfestival,23,
234303596639900,CBC Kids,cbckidsca,23,media
289720881062575,CBC Windsor,CBCWindsor,23,media
100620156703554,Canadá no Brasil,CanadanoBrasil,23,
1057669960942979,Lil Yachty,lilyachtysailingteam,23,
114833751893253,Lansdowne Place Mall,LansdownePlaceMall,23,
126682977397868,Dan Aykroyd,DanAykroyd,23,
1377263402558523,Callen Schaub Art,callenschaubart,23,
137881096420194,Alberta Tornado Watch / Alberta Blizzard Watch,AlbertaTornado,23,
1386824294966270,Jessica Wilde,OfficialJessicaWilde,23,
140315999416203,Prettiests,prettiests,23,
1428107290755647,Golden Features,goldenfeatures,23,
1440956236175158,KaseMe,kasemedesign,23,
1454691434840624,Coulson Aviation - Next Gen Firefighting,coulsonaviation,23,
1461328387479131,Gurratan Singh,gurratan.singh,23,
148461041872161,FAN EXPO Canada,fanexpocanada,23,
1502175893393791,Westcoastees,westcoastees,23,
1638963276131764,Dark Sense,5outof6,23,
1682237778722435,MsMojo,MsWatchMojo,23,
1721166918175725,Tamil Village Food Factory,TamilVillagefoodfactory,23,
172438139480389,Park Place Barrie,ParkPlaceBarrie,23,
1818646755058687,JACEYL,jaceylofficial,23,
185902445436,Highly Suspect,HighlySuspect,23,
189146859928,The Cars,TheCars,23,
1905332439756524,Creando Manualidades,soycreandomanualidades,23,
1926783764269282,شوق,shooqmag,23,
1934274403328945,التراث الطرابلسي Tripolitan Heritage,tripolitanheritage,23,
199299313416232,Cavendish Beach Music Festival,CavendishBeachMusic,23,
215410245198299,Denzel Curry,ultimatedenzelcurry,23,
229063150959902,Snowmobile,Snowmobileofficial,23,
266928159875,Conkarah,Conkarah,23,
271508109643418,Cowgirl Inspirations,CowgirlInspirations,23,
308483532656,The Newfoundland Shop,NewfoundlandShop,23,
32582666928,Machel Montano,MachelMontanoMonk,23,
346834618688108,BEOPEN,beopenawards,23,
354829691285314,Parvaz TV Canada تلویزیون پرواز,ParvazTV,23,
35847568340,Princess Auto,princessauto,23,
385324221856540,India With Arnab,IndiaWithArnab,23,
450961484948568,A Capella Science,acapellascience,23,
478983560369,Muscle Insider,MuscleInsider,23,
48972736315,C100 FM - Today's Best Music,C100FM,23,
492707454191219,Parent Life Network,parentlifenetwork,23,
516847058460293,Awakening Energy Events,holistichealingfair,23,
54298056625,Tomas Tatar,TomasTatarOfficial,23,
553055658216883,Peter McKinnon,petermckinnonphoto,23,
578837639162781,Matthew Giuffrida,matthewgiuffridaofficial,23,
75633360823,Amir Ismail & Associates - Citizenship & Immigration Solutions,canadaimmigration,23,
835380629918590,Funny Little Things,funnylittlethingz,23,
848505495350358,Addams Family Movie,MeetTheAddams,23,
95938536190,Shoppers Drug Mart,shoppersdrugmart,23,
103399319745858,"Radio X - CHOI 98,1",radioxquebec,22,media
106438383321,RONA,ronainc,22,
116139911781204,Sylvain Cossette,SylvainCossette,22,
124354174274736,François Pérusse,francois.perusse,22,
127754787264573,CIME.FM,cime.fm,22,
1467529886862061,NON à l'austérité,Non.a.l.austerite,22,
1524705884521334,Planette produits écologiques,planetteproduitsecologiques,22,
1537894089797351,Robin Hood Baking Family,robinhoodbaking,22,
155526971701807,1res fois,Emission1resfois,22,
170550172990722,Louis Morissette,LouisMoPageOfficielle,22,
216032625103310,"Meubles RD, ça vaut le coup",MeublesRD,22,
254599681602,FIQ - Santé,FIQSante,22,
330575393734577,Bell Cause pour la cause,BellCausePourLaCause,22,
842010632481715,National Observer,nationalobserver,22,media
10110006274,Survivorman - Les Stroud,thereallesstroud,22,
1029169187107778,Sara Sabry,lifewizsara,22,
104036859643329,Larrivée Guitars,LarriveeGuitars,22,
104817488512,Peter MacKay,PeterGMacKay,22,
1049345368438104,Skyone Television  and Radio,skyonemada,22,
1053226194707755,What The Fun Videos,funvdofun,22,
107608895948521,Kevin & Amanda,kevinandamanda.fan,22,
111533320309607,Aliança pelo Brasil São Paulo,aliancasaopaulosp,22,
121493576673,"RADIO "" SAWT EL RAB "" إذاعة "" صوت الرب",sawtelrab,22,
127215428121,Crystal Andrus Morissette,CrystalAndrusMorissette,22,
129884190403687,Linen Chest,linenchest,22,
132626173431317,Marine Mammal Rescue Centre,vammrc,22,
137982369654496,Franck Kom,IncontournableFranckKom,22,
138221615164,KiSS 91.7 Edmonton,KiSSedmonton,22,
138421143161902,Gelatin Art Market,GelatinArtMarket,22,
138481342831075,Nature Fresh Farms,NatureFreshFarms,22,
141455796040649,The Amazing Race Canada,AmazingRaceCDA,22,
1448845582034948,Gad Saad,Dr.Gad.Saad,22,
14771882081,Frightened Rabbit,frightenedrabbit,22,
150342098503575,King Blingz,KingBlingzz,22,
1553948848242388,Jacob Matthews,JacobMatthewsUK,22,
16131485044,Theory of a Deadman,theorymusic,22,
166130343407324,Super Nintendo,Supernintendo.co,22,
1662807310630794,Super C,superc.ca,22,
168508409990611,Can-Am On-Road,CanAmOnRoadLATAM,22,
1856252877939223,Bearhead Sister's,BearheadSisters,22,
193637354071061,SammooGym,sammoogym,22,
2096034800655961,Jayson Clunie,JaysonClunieOfficial,22,
209974966201720,Merlin Ragdoll,merlinragdoll,22,
210499375656414,K CAMP,KCamp427,22,
222322717930469,Government of New Brunswick,GovNB,22,
22597569536,Blue Rodeo,BlueRodeo,22,
233036316782341,22plinkster,22plinkster,22,
242449130331,Goran Dragic,GoranDragicNBA,22,
245120595538886,Egyptian Arts Group,EgyptianArtsGroup,22,
2623131647712881,Jeffrey Sutorius,jeffreysutoriusofficial,22,
27517455413,Make Use Of,makeuseof,22,
286695488334306,BEAT esports,beatesports,22,
287774951922749,Best of Spongebob Memes,Spongebobdankpants420,22,
353903651363208,Tara Brown (Author),TaraBrownAuthor,22,
376875272398851,البرلمان المغربي  Le parlement marocain,Leparlementmarocain,22,
45056747544,Vinyl Cafe,VinylCafe,22,
455193577897234,Alondra García-Miró,GarciaMiroAlondra,22,
518261051650119,Little Einsteins Videos,LittleEinsteinsVideos,22,
542168809571952,Down in the DMs,downinthedms,22,
576385242484665,Dianne Body Music,diannebodymusic,22,
653618081453861,JJ Malibu,jjmalibu,22,
678977108845257,Dunya Beirut,dunyabeirut,22,
70926594298,ALDO Shoes,ALDO,22,
725362704327359,Gino Hard,GinoHardHockey,22,
763390373829810,Ｗｏｒｌｄ Ｗｉｄｅ Ｗｅｂ,WorldWideXIV,22,
802664539831338,AUJ,AUJofficial,22,
929243080431889,طارق التائب,Nizaralsukah,22,
107280654015389,Catherine Côté,energiequantique.ca,21,
117926081552324,Équiterre,equiterre,21,
125631884173538,Philippe Laprise,PhilLaprise,21,
1387489814797612,Tout un matin,toutunmatin,21,media
1442353122683650,Catherine Fournier,CathFournierQc,21,
1471747076382048,Spotted: UDeM,SpottedUMontreal,21,
148185625350275,Martin Deschamps,Martin.Deschamps.FanPage,21,
151318328268324,Phil Roy,philroyofficiel,21,
152856822182,ICI Ottawa Gatineau,iciottawagatineau,21,media
157575800956634,Sebastien Toutant / Seb Toots,SebToutant,21,
192385874115061,La Cage - Brasserie sportive,lacagebrasseriesportive,21,
223837306101,Aubainerie,Aubainerie,21,
316964011695148,Natrel,natrel,21,
344333882982172,La Planète s'invite au Parlement,laplaneteauparlement,21,
351448775053015,LYDIA VEYI / Femmes De Distinction,lydiaveyifdd,21,
378427255005,DansLesCoulisses.com,DLCoulisses,21,
616629031700387,Dansun Photos,DansunPhotos,21,
760710950944532,Hamid Ouchene chanteur kabyle,hamidouchenechanteur,21,
859105440889364,Minimo motivation ludique,minimomotivation,21,
96507982021,ÉNERGIE 98.9,quebec989,21,
141888329160971,Regina Leader-Post,reginaleaderpost,21,media
323660920495,CTV's Live at 5,CTVNewsat5,21,media
100575154923164,Manualidades Perla,manualidadesperla1,21,
"1,01501483421602E+016",The Calgary Zoo,thecalgaryzoo,21,
105328165233,Urban Planet,urbanplanet,21,
106881490072,92.7 ROCK Sudbury,927rocksudbury,21,
109446472419336,Alberta Animal Rescue Crew Society - AARCS,AARCSCanada,21,
1146618168686144,Dreezy,DreezyOfficial,21,
121658954562795,Mark Gerretsen,markgerretsen,21,
123617924383348,Costco Wholesale Canada,CostcoCanada,21,
1264012230363155,I am Tresor,iamtresor,21,
126668470941,Sobeys,Sobeys,21,
1303110983119982,Madmedia3,amandamedia1,21,
1458217324423227,Ottoman Imperial Archives,ottomanpictures,21,
1533411596935910,Pegida Canada,Pegida.canada,21,
153753144642969,Beyond The Veil where the Angels Ascend,Beyondtheveil1111,21,
15544240791,Wild TV - Canada's Hunting and Fishing TV Network,WildTV,21,
1576098149114113,Asakhane Live.,asakhanelive,21,
1582635775345486,Vamos lá Portugal - Truques e Dicas,VamosTruqueseDicas,21,
164890097011111,Michelle C. Smith,michellechristasmith,21,
168118829869230,Chevrolet,chevroletcanada,21,
171942679620136,98.9 myFM,989norfolkmyFM,21,
1759322440997165,Aesthetic memes for tryhard teens,Tryhardaesthetics,21,
1827524227509734,Oumour Jeddia - أمور جدية,OumourJeddiaOfficiel1,21,
187435371748720,Boundary,BOUNDARYSupply,21,
200870816591393,Global Research (Centre for Research on Globalization),GlobalResearchCRG,21,
201288194204,Jus Reign,JusReign,21,
211511565604317,Eddy & Rambo Bunny,EddyRamboBunny,21,
226868634064171,Lowe's Canada,LowesCanada,21,
227097457317212,Edmonton Tourism,EdmontonTourism,21,
22760563564,FairPlanet,fairplanet,21,
244528182305805,NHL Memes,TheNHLMemes,21,
253412321363357,رفـّي للكتب العربية,raffybooks,21,
255800007835806,Shane Koyczan,ShaneKoyczanPoetry,21,
263630837061795,Gun Owners of Canada,GunOwnersOfCanada,21,
268201959869854,John Irving,JohnIrvingAuthor,21,
285104014249,HarperCollins Canada,HarperCollinsCanada,21,
288846824561031,Earl Sweatshirt,EarlSweatshirtMusic,21,
310513959047171,Godzilla 2014,GodzillaMovies,21,
314507758590485,Framar,framarint,21,
31587797502,Parichay,ParichayOnline,21,
331297560285260,Niagara Regional Police Service,NiagaraRegPolice,21,
339886686185111,دِهمَزَنگ Dehmazang,dehmazangweb,21,
352925274852854,World News Daily Report,worldnewsdailyreport,21,
368316907096848,QitQitak TV,QitQitak,21,
403003226378163,999 BOB FM,999BOBFM,21,
414649612001359,Junkyjoey,junkyjoey,21,
437681520368771,Ganja Clouds,ganjaclouds,21,
483074698528553,Canadian Conservatives for a Strong Canada,CanadianConservatives,21,
527806667278694,American Muslims,americanmuslims1,21,
548692458486070,Muslim Kids TV,MuslimKidsTV,21,
592319724222262,جود للمجوهرات,joudforjewelry,21,
643767688992692,My Makeup Brush Set,mymakeupbrushset,21,
705407039854576,Cultural Action Party Of Canada- Patriot Page,CAPMediaMEMES,21,
7082116388,Regina Spektor,reginaspektor,21,
734074663372324,Yinka Bode George,yinkageorge,21,
745903185559009,Nada Abu Omar,NadaAbuOmarOfficial,21,
855234847842477,Ottawa's Pure Country,PureCountry94,21,
9787917261,Daniel Arenson,DanielArenson,21,
101362166574949,Cathy Gauthier,cathygauthierofficiel,20,
116939108370949,Mélanie Maynard,maynardmelanie,20,
127447118007447,IRock247,irock24seven,20,
130099557001170,Stéphane Rousseau Officiel,stephanerousseauofficiel,20,
1400914503480678,"Maison Adam, par José Adam",maisonadamparjoseadam,20,
145458018925308,TVA Nouvelles Abitibi-Témiscamingue,tvaabitibi,20,media
156235841087715,FTQ,laFTQ,20,
160365350677764,Rubino shoes,rubinoshoes,20,
253043118101485,Simons,simons.ca,20,
290633408116,Le Quotidien,LeQuotidienProgres,20,media
322991074547262,Valérie Plante,MTL.ValeriePlante,20,
618995794847408,Poches & Fils,Pochesetfils,20,
807249822701548,Marie-Chantal Toupin,MarieChantalToupin,20,
134139016675972,Nanaimo News Bulletin,nanaimobulletin,20,media
1728849294061638,CBC London,CBCLondonOnt,20,media
100976680244102,كوميديا فرجيني,komdiafarjni,20,
103760449633,Wale,waleofficial,20,
109954372423769,Rapido Trains Inc.,rapidotrains,20,
1121703884629024,Adbokasiyang Pinoy,adbokasiyangpinoy,20,
116611766650,100.3 The Bear,TheBearRocks,20,
117083555067492,Stoked,Stokedcom,20,
121072764608383,The Kitchen Magpie,thekitchenmagpie,20,
121222984568561,Amnesty International Canada,amnestycanada,20,
130472257095266,Travel.gc.ca - Travel advice from the Government of Canada,travelGoC,20,
131240216924139,Fact Maniac,FactManiac,20,
1385061675084837,Gfycat,thegfycat,20,
